age_DI,LoE_DI,nevents,target
1,1,13.0,0
1,1,65.0,0
1,1,5.0,0
1,1,63.0,0
1,1,43.0,0
1,1,138.0,0
1,1,1.0,1
1,1,53.0,0
1,1,2791.0,1
1,1,13.0,0
1,1,64.0,0
1,1,51.0,1
1,1,208.0,1
1,1,26.0,0
1,1,237.0,1
1,1,52.0,0
1,1,62.0,0
1,1,37.0,0
1,1,60.0,0
1,1,21.0,0
1,1,31.0,0
1,1,24.0,0
1,1,19.0,0
1,1,88.0,1
1,1,280.0,0
1,1,305.0,0
1,1,52.0,0
1,1,852.0,0
1,1,263.0,0
1,1,221.0,0
1,1,99.0,0
1,1,296.0,1
1,1,479.0,0
1,1,745.0,0
1,1,31.0,0
1,1,137.0,0
1,1,65.0,0
1,1,16.0,0
1,1,49.0,0
1,1,564.0,1
1,1,63.0,0
1,1,486.0,1
1,1,332.0,1
1,1,210.0,0
1,1,407.0,1
1,1,2.0,0
1,1,201.0,1
1,1,11.0,0
1,1,262.0,0
1,1,137.0,0
1,1,40.0,0
1,1,6.0,0
1,1,112.0,0
1,1,171.0,0
1,1,52.0,0
1,1,111.0,0
1,1,238.0,0
1,1,215.0,0
1,1,30.0,0
1,1,18.0,0
1,1,49.0,0
1,1,12.0,0
1,1,40.0,0
1,1,1.0,0
1,1,20.0,0
1,1,121.0,1
1,1,107.0,0
1,1,45.0,1
1,1,38.0,0
1,1,244.0,1
1,1,24.0,0
1,1,27.0,0
1,1,110.0,1
1,1,32.0,0
1,1,107.0,0
1,1,421.0,0
1,1,295.0,0
1,1,29.0,0
1,1,8.0,0
1,1,60.0,0
1,1,29.0,0
1,1,414.0,1
1,1,518.0,0
1,1,107.0,0
1,1,221.0,1
1,1,351.0,1
1,1,24.0,0
1,1,7.0,0
1,1,113.0,0
1,1,200.0,1
1,1,238.0,0
1,1,9.0,0
1,1,70.0,0
1,1,277.0,1
1,1,151.0,1
1,1,96.0,1
1,1,24.0,0
1,1,41.0,0
1,1,37.0,0
1,1,156.0,0
1,1,38.0,0
1,1,244.0,0
1,1,43.0,0
1,1,1189.0,1
1,1,84.0,0
1,1,84.0,0
1,1,45.0,0
1,1,100.0,0
1,1,223.0,0
1,1,345.0,0
1,1,92.0,0
1,1,59.0,0
1,1,434.0,1
1,1,85.0,0
1,1,130.0,0
1,1,403.0,0
1,1,94.0,1
1,1,31.0,0
1,1,461.0,1
1,1,28.0,0
1,1,300.0,1
1,1,389.0,1
1,1,158.0,1
1,1,157.0,1
1,1,41.0,0
1,1,18.0,0
1,1,66.0,0
1,1,9.0,0
1,1,1.0,0
1,1,81.0,0
1,1,33.0,0
1,1,186.0,0
1,1,428.0,0
1,1,56.0,0
1,1,43.0,0
1,1,21.0,0
1,1,334.0,0
1,1,34.0,0
1,1,81.0,0
1,1,152.0,1
1,1,25.0,0
1,1,318.0,0
1,1,68.0,0
1,1,269.0,1
1,1,128.0,1
1,1,243.0,0
1,1,64.0,1
1,1,845.0,0
1,1,78.0,0
1,1,573.0,1
1,1,147.0,1
1,1,44.0,0
1,1,111.0,1
1,1,201.0,1
1,1,125.0,0
1,1,4.0,0
1,1,58.0,0
1,1,19.0,0
1,1,495.0,0
1,1,304.0,1
1,1,220.0,1
1,1,100.0,0
1,1,11.0,0
1,1,263.0,0
1,1,316.0,0
1,1,50.0,0
1,1,59.0,0
1,1,1075.0,1
1,1,55.0,0
1,1,57.0,0
1,1,1.0,0
1,1,57.0,0
1,1,219.0,0
1,1,36.0,1
1,1,62.0,1
1,1,48.0,1
1,1,592.0,1
1,1,169.0,0
1,1,155.0,0
1,1,79.0,0
1,1,314.0,0
1,1,218.0,0
1,1,109.0,0
1,1,155.0,0
1,1,108.0,1
1,1,41.0,0
1,1,120.0,1
1,1,81.0,0
1,1,162.0,0
1,1,87.0,1
1,1,77.0,0
1,1,97.0,0
1,1,7.0,0
1,1,131.0,1
1,1,64.0,0
1,1,1.0,0
1,1,39.0,0
1,1,18.0,0
1,1,4.0,1
1,1,1002.0,0
1,1,1301.0,0
1,1,88.0,0
1,1,82.0,1
1,1,19.0,0
1,1,341.0,0
1,1,25.0,0
1,1,18.0,0
1,1,100.0,0
1,1,39.0,0
1,1,3.0,0
1,1,79.0,0
1,1,432.0,1
1,1,890.0,1
1,1,42.0,0
1,1,71.0,0
1,1,97.0,1
1,1,614.0,0
1,1,627.0,0
1,1,273.0,0
1,1,10.0,0
1,1,312.0,0
1,1,66.0,0
1,2,43.0,0
1,2,3.0,1
1,2,274.0,1
1,2,83.0,1
1,2,40.0,0
1,2,35.0,0
1,2,20.0,0
1,2,113.0,1
1,2,95.0,0
1,2,363.0,1
1,2,368.0,1
1,2,114.0,1
1,2,33.0,0
1,2,136.0,1
1,2,37.0,0
1,2,4.0,0
1,2,47.0,0
1,2,82.0,0
1,2,5.0,0
1,2,44.0,1
1,2,313.0,0
1,2,19.0,0
1,2,90.0,0
1,2,251.0,0
1,2,216.0,0
1,2,40.0,0
1,2,14.0,0
1,2,229.0,0
1,2,426.0,0
1,2,226.0,0
1,2,388.0,0
1,2,290.0,0
1,2,28.0,0
1,2,32.0,0
1,2,25.0,0
1,2,84.0,0
1,2,197.0,0
1,2,274.0,0
1,2,303.0,0
1,2,251.0,0
1,2,249.0,0
1,2,502.0,0
1,2,14.0,0
1,2,293.0,1
1,2,11.0,1
1,2,30.0,0
1,2,16.0,0
1,2,31.0,0
1,2,104.0,0
1,2,1.0,0
1,2,13.0,0
1,2,69.0,0
1,2,127.0,0
1,2,196.0,0
1,2,74.0,0
1,2,23.0,0
1,2,109.0,1
1,2,3.0,1
1,2,97.0,0
1,2,1.0,1
1,2,325.0,0
1,2,115.0,1
1,2,217.0,0
1,2,10.0,0
1,2,7.0,1
1,2,79.0,0
1,2,244.0,1
1,2,15.0,0
1,2,116.0,1
1,2,74.0,0
1,2,19.0,0
1,2,183.0,1
1,2,123.0,0
1,2,189.0,0
1,2,1.0,0
1,2,155.0,1
1,2,186.0,1
1,2,69.0,0
1,2,18.0,0
1,2,39.0,0
1,2,1.0,1
1,2,56.0,0
1,2,65.0,0
1,2,198.0,1
1,2,13.0,0
1,2,141.0,0
1,2,173.0,0
1,2,283.0,0
1,2,170.0,0
1,2,48.0,0
1,2,151.0,0
1,2,35.0,0
1,2,364.0,0
1,2,249.0,0
1,2,260.0,0
1,2,265.0,0
1,2,20.0,0
1,2,40.0,0
1,2,9.0,0
1,2,83.0,0
1,2,5.0,0
1,2,61.0,0
1,2,43.0,0
1,2,589.0,0
1,2,294.0,0
1,2,451.0,0
1,2,320.0,0
1,2,267.0,0
1,2,155.0,0
1,2,27.0,0
1,2,300.0,0
1,2,97.0,0
1,2,179.0,1
1,2,892.0,0
1,2,202.0,0
1,2,286.0,1
1,2,115.0,0
1,2,1.0,1
1,2,8.0,1
1,2,230.0,1
1,2,86.0,1
1,2,11.0,1
1,2,91.0,1
1,2,90.0,0
1,2,352.0,0
1,2,18.0,0
1,2,96.0,0
1,2,132.0,0
1,2,559.0,1
1,2,14.0,1
1,2,11.0,0
1,2,80.0,0
1,2,77.0,0
1,2,31.0,0
1,2,84.0,0
1,2,468.0,1
1,2,118.0,1
1,2,35.0,1
1,2,64.0,0
1,2,4.0,0
1,2,50.0,0
1,2,24.0,0
1,2,73.0,0
1,2,55.0,0
1,2,393.0,1
1,2,45.0,0
1,2,57.0,0
1,2,340.0,0
1,2,42.0,0
1,2,8.0,1
1,2,101.0,0
1,2,115.0,1
1,2,104.0,0
1,2,14.0,1
1,2,46.0,0
1,2,62.0,1
1,2,28.0,0
1,2,227.0,1
1,2,69.0,1
1,2,103.0,0
1,2,39.0,0
1,2,352.0,1
1,2,243.0,1
1,2,139.0,0
1,2,139.0,0
1,2,69.0,0
1,2,349.0,0
1,2,116.0,0
1,2,151.0,1
1,2,272.0,0
1,2,17.0,0
1,2,31.0,0
1,2,140.0,0
1,2,32.0,0
1,2,77.0,0
1,2,597.0,0
1,2,391.0,0
1,2,73.0,0
1,2,669.0,1
1,2,17.0,0
1,2,178.0,0
1,2,126.0,0
1,2,90.0,0
1,2,7.0,0
1,2,82.0,1
1,2,193.0,0
1,2,11.0,0
1,2,23.0,0
1,2,234.0,0
1,2,94.0,0
1,2,369.0,0
1,2,46.0,0
1,2,200.0,1
1,2,290.0,0
1,2,176.0,0
1,2,54.0,0
1,2,33.0,0
1,2,3.0,0
1,2,41.0,0
1,2,13.0,0
1,2,14.0,0
1,2,71.0,0
1,2,89.0,0
1,2,42.0,1
1,2,107.0,0
1,2,44.0,0
1,2,29.0,0
1,2,5.0,0
1,2,242.0,1
1,2,77.0,0
1,2,83.0,1
1,2,58.0,0
1,2,129.0,1
1,2,5.0,0
1,2,262.0,1
1,2,61.0,0
1,2,32.0,1
1,2,410.0,1
1,2,101.0,0
1,2,72.0,1
1,2,18.0,0
1,2,279.0,1
1,2,29.0,1
1,2,42.0,0
1,2,46.0,0
1,2,20.0,0
1,2,80.0,1
1,2,79.0,1
1,2,86.0,1
1,2,96.0,0
1,2,164.0,1
1,2,219.0,1
1,2,30.0,0
1,2,55.0,0
1,2,27.0,0
1,2,190.0,1
1,2,280.0,1
1,2,1.0,0
1,2,14.0,0
1,2,45.0,1
1,2,57.0,0
1,2,590.0,1
1,2,32.0,1
1,2,16.0,1
1,2,70.0,0
1,2,138.0,1
1,2,89.0,0
1,2,11.0,0
1,2,445.0,0
1,2,158.0,0
1,2,19.0,0
1,2,143.0,1
1,2,184.0,0
1,2,64.0,0
1,2,70.0,0
1,2,518.0,0
1,2,42.0,0
1,2,82.0,1
1,2,28.0,0
1,2,170.0,0
1,2,37.0,0
1,2,28.0,0
1,2,356.0,1
1,2,80.0,0
1,2,167.0,1
1,2,1.0,1
1,2,1.0,0
1,2,26.0,0
1,2,125.0,1
1,2,153.0,0
1,2,26.0,0
1,2,55.0,0
1,2,234.0,0
1,2,264.0,0
1,2,134.0,1
1,2,37.0,0
1,2,539.0,0
1,2,39.0,1
1,2,18.0,0
1,2,79.0,0
1,2,330.0,1
1,2,31.0,0
1,2,712.0,1
1,2,460.0,1
1,2,15.0,1
1,2,74.0,0
1,2,18.0,0
1,2,8.0,0
1,2,66.0,0
1,2,37.0,0
1,2,256.0,1
1,2,5.0,0
1,2,255.0,1
1,2,249.0,1
1,2,143.0,0
1,2,217.0,1
1,2,6.0,0
1,2,55.0,0
1,2,405.0,0
1,2,30.0,0
1,2,25.0,0
1,2,58.0,0
1,2,274.0,1
1,2,240.0,0
1,2,42.0,0
1,2,216.0,1
1,2,50.0,0
1,2,86.0,1
1,2,167.0,1
1,2,335.0,0
1,2,6.0,1
1,2,9.0,1
1,2,1.0,1
1,2,3.0,0
1,2,188.0,0
1,2,94.0,0
1,2,239.0,1
1,2,315.0,0
1,2,432.0,1
1,2,265.0,0
1,2,270.0,0
1,2,61.0,0
1,2,19.0,0
1,2,166.0,0
1,2,29.0,0
1,2,124.0,0
1,2,247.0,0
1,2,175.0,0
1,2,125.0,0
1,2,183.0,0
1,2,40.0,0
1,2,113.0,0
1,2,160.0,0
1,2,277.0,0
1,2,322.0,0
1,2,208.0,0
1,2,76.0,1
1,2,296.0,0
1,2,33.0,0
1,2,115.0,0
1,2,302.0,0
1,2,321.0,0
1,2,19.0,0
1,2,42.0,0
1,2,253.0,0
1,2,409.0,0
1,2,135.0,0
1,2,45.0,0
1,2,126.0,0
1,2,320.0,0
1,2,163.0,0
1,2,19.0,0
1,2,521.0,0
1,2,95.0,0
1,2,29.0,0
1,2,347.0,0
1,2,98.0,0
1,2,341.0,0
1,2,264.0,0
1,2,234.0,0
1,2,342.0,0
1,2,114.0,0
1,2,18.0,0
1,2,22.0,0
1,2,13.0,0
1,2,66.0,0
1,2,5.0,0
1,2,51.0,0
1,2,310.0,0
1,2,183.0,0
1,2,49.0,0
1,2,270.0,0
1,2,81.0,0
1,2,21.0,0
1,2,143.0,0
1,2,64.0,0
1,2,37.0,0
1,2,50.0,0
1,2,42.0,0
1,2,74.0,0
1,2,55.0,0
1,2,47.0,0
1,2,283.0,0
1,2,45.0,0
1,2,234.0,0
1,2,113.0,0
1,2,9.0,0
1,2,44.0,0
1,2,11.0,0
1,2,55.0,0
1,2,54.0,0
1,2,159.0,0
1,2,308.0,0
1,2,355.0,0
1,2,142.0,0
1,2,3.0,0
1,2,446.0,0
1,2,135.0,1
1,2,61.0,0
1,2,159.0,0
1,2,314.0,0
1,2,181.0,0
1,2,424.0,0
1,2,136.0,0
1,2,301.0,0
1,2,228.0,0
1,2,390.0,0
1,2,335.0,0
1,2,369.0,0
1,2,220.0,0
1,2,1.0,0
1,2,226.0,0
1,2,60.0,0
1,2,180.0,0
1,2,191.0,0
1,2,65.0,0
1,2,396.0,0
1,2,533.0,0
1,2,136.0,0
1,2,257.0,0
1,2,32.0,0
1,2,1009.0,0
1,2,364.0,0
1,2,110.0,0
1,2,304.0,1
1,2,446.0,0
1,2,97.0,0
1,2,378.0,0
1,2,725.0,1
1,2,39.0,0
1,2,305.0,0
1,2,1210.0,1
1,2,1023.0,0
1,2,38.0,0
1,2,1028.0,0
1,2,904.0,0
1,2,75.0,0
1,2,2.0,1
1,2,5.0,0
1,2,84.0,1
1,2,192.0,1
1,2,69.0,0
1,2,75.0,1
1,2,267.0,1
1,2,36.0,0
1,2,121.0,1
1,2,114.0,0
1,2,180.0,1
1,2,31.0,1
1,2,5.0,0
1,2,407.0,0
1,2,9.0,0
1,2,284.0,0
1,2,252.0,1
1,2,115.0,1
1,2,493.0,1
1,2,75.0,0
1,2,629.0,1
1,2,69.0,1
1,2,14.0,0
1,2,335.0,0
1,2,366.0,0
1,2,34.0,0
1,2,39.0,0
1,2,95.0,0
1,2,53.0,0
1,2,64.0,0
1,2,13.0,0
1,2,163.0,1
1,2,32.0,0
1,2,6.0,0
1,2,24.0,0
1,2,40.0,0
1,2,34.0,0
1,2,82.0,0
1,2,25.0,0
1,2,75.0,0
1,2,5.0,0
1,2,177.0,1
1,2,31.0,0
1,2,32.0,0
1,2,84.0,1
1,2,13.0,0
1,2,55.0,0
1,2,39.0,0
1,2,117.0,1
1,2,8.0,0
1,2,106.0,0
1,2,67.0,1
1,2,29.0,0
1,2,74.0,0
1,2,3.0,0
1,2,29.0,0
1,2,94.0,0
1,2,85.0,0
1,2,4.0,0
1,2,1.0,0
1,2,70.0,0
1,2,35.0,1
1,2,51.0,0
1,2,271.0,0
1,2,134.0,1
1,2,100.0,0
1,2,95.0,0
1,2,166.0,0
1,2,30.0,0
1,2,3.0,0
1,2,296.0,0
1,2,27.0,0
1,2,23.0,0
1,2,87.0,1
1,2,210.0,1
1,2,21.0,0
1,2,142.0,1
1,2,12.0,0
1,2,22.0,0
1,2,107.0,0
1,2,88.0,1
1,2,56.0,0
1,2,40.0,1
1,2,43.0,0
1,2,14.0,0
1,2,195.0,0
1,2,2.0,0
1,2,4.0,0
1,2,55.0,0
1,2,97.0,0
1,2,78.0,1
1,2,202.0,0
1,2,46.0,0
1,2,21.0,0
1,2,21.0,0
1,2,12.0,0
1,2,82.0,0
1,2,25.0,0
1,2,8.0,1
1,2,46.0,0
1,2,117.0,1
1,2,48.0,0
1,2,43.0,0
1,2,27.0,1
1,2,56.0,0
1,2,3.0,0
1,2,46.0,1
1,2,85.0,1
1,2,30.0,0
1,2,31.0,1
1,2,4.0,0
1,2,2.0,1
1,2,2.0,1
1,2,55.0,0
1,2,19.0,0
1,2,6.0,0
1,2,210.0,1
1,2,61.0,1
1,2,21.0,0
1,2,114.0,0
1,2,136.0,1
1,2,3.0,0
1,2,25.0,0
1,2,32.0,0
1,2,28.0,0
1,2,35.0,0
1,2,8.0,0
1,2,59.0,0
1,2,33.0,0
1,2,13.0,1
1,2,18.0,0
1,2,121.0,1
1,2,1.0,0
1,2,6.0,0
1,2,73.0,1
1,2,55.0,0
1,2,16.0,0
1,2,122.0,0
1,2,47.0,0
1,2,84.0,0
1,2,190.0,1
1,2,58.0,0
1,2,95.0,1
1,2,52.0,1
1,2,144.0,1
1,2,152.0,1
1,2,107.0,1
1,2,79.0,0
1,2,1.0,0
1,2,3.0,0
1,2,239.0,1
1,2,21.0,0
1,2,61.0,0
1,2,57.0,1
1,2,63.0,0
1,2,4.0,1
1,2,1.0,1
1,2,3.0,0
1,2,1.0,1
1,2,177.0,1
1,2,282.0,1
1,2,2.0,1
1,2,26.0,0
1,2,217.0,1
1,2,202.0,1
1,2,15.0,0
1,2,56.0,0
1,2,35.0,0
1,2,74.0,0
1,2,38.0,0
1,2,71.0,0
1,2,64.0,0
1,2,614.0,1
1,2,23.0,0
1,2,1.0,0
1,2,306.0,1
1,2,6.0,1
1,2,37.0,1
1,2,25.0,0
1,2,190.0,0
1,2,6.0,1
1,2,637.0,1
1,2,37.0,1
1,2,217.0,1
1,2,338.0,1
1,2,106.0,1
1,2,60.0,0
1,2,26.0,0
1,2,20.0,0
1,2,105.0,1
1,2,42.0,0
1,2,275.0,1
1,2,3.0,0
1,2,55.0,0
1,2,24.0,0
1,2,25.0,0
1,2,118.0,0
1,2,311.0,0
1,2,216.0,0
1,2,67.0,0
1,2,102.0,0
1,2,3.0,1
1,2,124.0,1
1,2,106.0,1
1,2,3.0,1
1,2,697.0,0
1,2,150.0,1
1,2,321.0,1
1,2,1385.0,0
1,2,5137.0,0
1,2,113.0,0
1,2,92.0,0
1,2,53.0,0
1,2,189.0,0
1,2,36.0,0
1,2,90.0,0
1,2,49.0,0
1,2,30.0,0
1,2,2.0,0
1,2,936.0,1
1,2,135.0,0
1,2,192.0,0
1,2,49.0,1
1,2,4.0,0
1,2,180.0,1
1,2,25.0,0
1,2,25.0,0
1,2,5.0,1
1,2,13.0,1
1,2,3.0,0
1,2,56.0,0
1,2,314.0,0
1,2,72.0,0
1,2,60.0,0
1,2,23.0,1
1,2,27.0,0
1,2,185.0,0
1,2,2.0,1
1,2,198.0,0
1,2,132.0,1
1,2,47.0,0
1,2,37.0,0
1,2,3.0,0
1,2,80.0,0
1,2,142.0,1
1,2,16.0,1
1,2,175.0,1
1,2,6.0,0
1,2,125.0,1
1,2,225.0,0
1,2,120.0,0
1,2,3.0,0
1,2,37.0,0
1,2,96.0,1
1,2,203.0,1
1,2,152.0,0
1,2,33.0,0
1,2,48.0,0
1,2,59.0,0
1,2,32.0,0
1,2,68.0,1
1,2,25.0,0
1,2,34.0,0
1,2,44.0,0
1,2,183.0,1
1,2,50.0,0
1,2,397.0,0
1,2,65.0,1
1,2,101.0,1
1,2,2.0,1
1,2,61.0,0
1,2,216.0,1
1,2,4.0,1
1,2,17.0,0
1,2,89.0,1
1,2,416.0,1
1,2,172.0,1
1,2,6.0,0
1,2,1.0,0
1,2,60.0,1
1,2,109.0,1
1,2,120.0,1
1,2,750.0,1
1,2,53.0,0
1,2,587.0,0
1,2,60.0,0
1,2,11.0,1
1,2,78.0,0
1,2,67.0,0
1,2,68.0,0
1,2,379.0,0
1,2,71.0,0
1,2,4.0,0
1,2,42.0,0
1,2,9.0,1
1,2,98.0,0
1,2,95.0,0
1,2,17.0,0
1,2,66.0,0
1,2,195.0,0
1,2,115.0,1
1,2,10.0,0
1,2,232.0,1
1,2,26.0,0
1,2,58.0,0
1,2,337.0,1
1,2,82.0,0
1,2,17.0,0
1,2,220.0,1
1,2,25.0,0
1,2,69.0,0
1,2,124.0,1
1,2,27.0,0
1,2,81.0,0
1,2,187.0,0
1,2,90.0,0
1,2,3.0,0
1,2,15.0,0
1,2,32.0,0
1,2,47.0,0
1,2,52.0,0
1,2,63.0,1
1,2,186.0,0
1,2,63.0,0
1,2,61.0,1
1,2,32.0,0
1,2,57.0,1
1,2,95.0,0
1,2,201.0,1
1,2,468.0,1
1,2,143.0,0
1,2,91.0,0
1,2,23.0,0
1,2,93.0,1
1,2,52.0,0
1,2,29.0,0
1,2,240.0,1
1,2,81.0,0
1,2,31.0,0
1,2,105.0,1
1,2,19.0,0
1,2,55.0,0
1,2,120.0,0
1,2,63.0,0
1,2,318.0,1
1,2,41.0,0
1,2,24.0,0
1,2,112.0,0
1,2,30.0,0
1,2,83.0,0
1,2,133.0,0
1,2,19.0,1
1,2,20.0,0
1,2,3.0,1
1,2,18.0,0
1,2,47.0,0
1,2,152.0,0
1,2,77.0,1
1,2,64.0,0
1,2,58.0,0
1,2,14.0,0
1,2,73.0,0
1,2,83.0,0
1,2,39.0,0
1,2,351.0,1
1,2,41.0,0
1,2,129.0,1
1,2,388.0,1
1,2,42.0,0
1,2,43.0,0
1,2,178.0,1
1,2,17.0,0
1,2,145.0,1
1,2,533.0,1
1,2,52.0,0
1,2,60.0,1
1,2,285.0,0
1,2,18.0,0
1,2,84.0,0
1,2,103.0,0
1,2,222.0,0
1,2,29.0,0
1,2,59.0,0
1,2,83.0,0
1,2,12.0,0
1,2,374.0,0
1,2,65.0,0
1,2,148.0,0
1,2,156.0,0
1,2,24.0,0
1,2,13.0,0
1,2,30.0,0
1,2,156.0,0
1,2,14.0,0
1,2,32.0,1
1,2,8.0,1
1,2,32.0,0
1,2,53.0,0
1,2,82.0,0
1,2,1.0,0
1,2,11.0,1
1,2,51.0,0
1,2,6.0,0
1,2,58.0,1
1,2,254.0,1
1,2,52.0,0
1,2,97.0,0
1,2,50.0,0
1,2,42.0,0
1,2,295.0,0
1,2,244.0,0
1,2,290.0,1
1,2,129.0,0
1,2,342.0,0
1,2,218.0,0
1,2,314.0,0
1,2,83.0,0
1,2,5.0,0
1,2,56.0,0
1,2,369.0,0
1,2,111.0,0
1,2,243.0,0
1,2,89.0,0
1,2,83.0,0
1,2,257.0,1
1,2,373.0,0
1,2,498.0,0
1,2,58.0,0
1,2,129.0,1
1,2,194.0,0
1,2,303.0,0
1,2,354.0,0
1,2,30.0,0
1,2,313.0,0
1,2,82.0,1
1,2,47.0,0
1,2,361.0,0
1,2,36.0,0
1,2,40.0,0
1,2,194.0,0
1,2,246.0,0
1,2,367.0,0
1,2,151.0,0
1,2,116.0,0
1,2,208.0,0
1,2,260.0,0
1,2,157.0,0
1,2,72.0,0
1,2,73.0,0
1,2,395.0,0
1,2,113.0,0
1,2,197.0,0
1,2,374.0,1
1,2,69.0,0
1,2,412.0,0
1,2,473.0,0
1,2,422.0,0
1,2,374.0,0
1,2,232.0,0
1,2,271.0,0
1,2,355.0,0
1,2,208.0,0
1,2,105.0,0
1,2,36.0,0
1,2,134.0,0
1,2,14.0,0
1,2,1.0,1
1,2,150.0,1
1,2,33.0,0
1,2,107.0,0
1,2,278.0,1
1,2,295.0,0
1,2,335.0,0
1,2,356.0,0
1,2,449.0,0
1,2,831.0,0
1,2,365.0,0
1,2,450.0,0
1,2,211.0,0
1,2,275.0,0
1,2,85.0,0
1,2,38.0,0
1,2,19.0,0
1,2,46.0,0
1,2,383.0,0
1,2,142.0,0
1,2,140.0,0
1,2,295.0,0
1,2,348.0,0
1,2,59.0,0
1,2,712.0,0
1,2,48.0,0
1,2,247.0,0
1,2,193.0,0
1,2,41.0,0
1,2,449.0,0
1,2,75.0,0
1,2,20.0,0
1,2,300.0,0
1,2,39.0,0
1,2,53.0,0
1,2,11.0,0
1,2,51.0,0
1,2,485.0,0
1,2,106.0,0
1,2,55.0,0
1,2,129.0,0
1,2,143.0,0
1,2,104.0,0
1,2,24.0,0
1,2,36.0,0
1,2,40.0,0
1,2,90.0,0
1,2,266.0,0
1,2,16.0,0
1,2,17.0,0
1,2,16.0,0
1,2,310.0,0
1,2,320.0,0
1,2,25.0,0
1,2,271.0,0
1,2,89.0,0
1,2,32.0,0
1,2,51.0,0
1,2,22.0,0
1,2,146.0,0
1,2,450.0,0
1,2,593.0,0
1,2,357.0,0
1,2,382.0,0
1,2,373.0,0
1,2,272.0,0
1,2,505.0,0
1,2,41.0,0
1,2,526.0,0
1,2,53.0,0
1,2,310.0,0
1,2,199.0,1
1,2,145.0,0
1,2,186.0,0
1,2,83.0,0
1,2,16.0,0
1,2,232.0,0
1,2,190.0,0
1,2,134.0,0
1,2,423.0,0
1,2,527.0,0
1,2,177.0,0
1,2,147.0,0
1,2,327.0,0
1,2,163.0,0
1,2,261.0,0
1,2,196.0,1
1,2,298.0,0
1,2,336.0,0
1,2,167.0,0
1,2,282.0,0
1,2,404.0,0
1,2,340.0,0
1,2,394.0,0
1,2,383.0,0
1,2,119.0,0
1,2,220.0,0
1,2,280.0,0
1,2,150.0,0
1,2,1663.0,0
1,2,133.0,0
1,2,210.0,0
1,2,202.0,0
1,2,65.0,0
1,2,241.0,1
1,2,65.0,0
1,2,84.0,1
1,2,35.0,1
1,2,156.0,1
1,2,137.0,0
1,2,444.0,1
1,2,26.0,0
1,2,565.0,0
1,2,72.0,0
1,2,236.0,0
1,2,336.0,1
1,2,331.0,0
1,2,62.0,0
1,2,28.0,0
1,2,992.0,0
1,2,650.0,0
1,2,193.0,1
1,2,102.0,0
1,2,69.0,1
1,2,1.0,1
1,2,20.0,1
1,2,73.0,1
1,2,283.0,1
1,2,140.0,0
1,2,153.0,0
1,2,57.0,0
1,2,71.0,1
1,2,39.0,0
1,2,271.0,0
1,2,61.0,0
1,2,324.0,1
1,2,276.0,0
1,2,119.0,0
1,2,104.0,0
1,2,191.0,0
1,2,79.0,0
1,2,81.0,0
1,2,49.0,0
1,2,45.0,0
1,2,26.0,0
1,2,40.0,0
1,2,33.0,0
1,2,46.0,0
1,2,124.0,1
1,2,137.0,0
1,2,53.0,0
1,2,82.0,1
1,2,78.0,0
1,2,73.0,0
1,2,246.0,1
1,2,7.0,1
1,2,139.0,1
1,2,245.0,1
1,2,393.0,0
1,2,13.0,0
1,2,25.0,1
1,2,146.0,0
1,2,413.0,1
1,2,255.0,1
1,2,140.0,1
1,2,5.0,1
1,2,345.0,0
1,2,349.0,1
1,2,35.0,0
1,2,21.0,0
1,2,242.0,1
1,2,345.0,1
1,2,1.0,0
1,2,111.0,1
1,2,255.0,1
1,2,88.0,0
1,2,111.0,0
1,2,41.0,0
1,2,110.0,0
1,2,7.0,0
1,2,124.0,0
1,2,331.0,1
1,2,246.0,0
1,2,93.0,0
1,2,102.0,0
1,2,60.0,0
1,2,43.0,0
1,2,29.0,1
1,2,158.0,0
1,2,146.0,0
1,2,386.0,0
1,2,44.0,0
1,2,50.0,0
1,2,69.0,0
1,2,63.0,0
1,2,13.0,0
1,2,60.0,0
1,2,32.0,0
1,2,2.0,0
1,2,97.0,0
1,2,248.0,0
1,2,568.0,1
1,2,119.0,0
1,2,167.0,1
1,2,58.0,0
1,2,27.0,0
1,2,90.0,0
1,2,61.0,0
1,2,215.0,1
1,2,490.0,1
1,2,17.0,0
1,2,442.0,1
1,2,58.0,1
1,2,482.0,1
1,2,169.0,1
1,2,808.0,1
1,2,62.0,0
1,2,25.0,1
1,2,34.0,0
1,2,311.0,1
1,2,154.0,0
1,2,705.0,0
1,2,57.0,1
1,2,56.0,1
1,2,1.0,1
1,2,177.0,0
1,2,314.0,0
1,2,173.0,0
1,2,5.0,0
1,2,40.0,0
1,2,93.0,1
1,2,945.0,0
1,2,269.0,0
1,2,160.0,0
1,2,137.0,1
1,2,100.0,0
1,2,576.0,0
1,2,26.0,0
1,2,395.0,0
1,2,22.0,0
1,2,141.0,0
1,2,9.0,0
1,2,29.0,0
1,2,770.0,0
1,2,73.0,0
1,2,94.0,0
1,2,1050.0,1
1,2,262.0,0
1,2,335.0,0
1,2,59.0,1
1,2,3.0,1
1,2,558.0,1
1,2,504.0,0
1,2,583.0,1
1,2,119.0,0
1,2,1.0,0
1,2,246.0,0
1,2,5023.0,0
1,2,1.0,0
1,2,4.0,1
1,2,16.0,0
1,2,347.0,1
1,2,287.0,1
1,2,542.0,1
1,2,76.0,0
1,2,1.0,0
1,2,196.0,0
1,2,9.0,0
1,2,13.0,0
1,2,56.0,0
1,2,72.0,0
